Time_s,Ref_MCP_deg,Ref_PIP_deg,MCP_deg,PIP_deg
1.9068,5.4406,5.4406,0.0392,1.3513
1.9079,5.4472,5.4472,0.0000,1.3513
1.9090,5.4539,5.4539,0.0392,1.3513
1.9101,5.4608,5.4608,0.0392,1.3513
1.9112,5.4673,5.4673,0.0392,1.4054
1.9123,5.4737,5.4737,0.0392,1.4054
1.9134,5.4806,5.4806,0.0392,1.4054
1.9145,5.4873,5.4873,0.0000,1.4054
1.9157,5.4939,5.4939,0.0000,1.4054
1.9168,5.5006,5.5006,0.0392,1.4594
1.9179,5.5072,5.5072,0.0392,1.4594
1.9190,5.5141,5.5141,0.0392,1.4594
1.9201,5.5208,5.5208,0.0392,1.4594
1.9213,5.5277,5.5277,0.0392,1.5135
1.9223,5.5339,5.5339,0.0000,1.5135
1.9234,5.5406,5.5406,0.0000,1.5135
1.9246,5.5475,5.5475,0.0000,1.5135
1.9257,5.5543,5.5543,0.0000,1.5675
1.9268,5.5608,5.5608,0.0392,1.5675
1.9280,5.5677,5.5677,0.0000,1.5675
1.9290,5.5741,5.5741,0.0000,1.5675
1.9301,5.5808,5.5808,0.0392,1.5675
1.9313,5.5879,5.5879,0.0392,1.6216
1.9323,5.5939,5.5939,0.0392,1.6216
1.9335,5.6008,5.6008,0.0000,1.6216
1.9345,5.6073,5.6073,0.0000,1.6216
1.9357,5.6139,5.6139,0.0392,1.6216
1.9368,5.6206,5.6206,0.0392,1.6757
1.9379,5.6273,5.6273,0.0000,1.6757
1.9390,5.6339,5.6339,0.0000,1.6757
1.9401,5.6406,5.6406,0.0000,1.6757
1.9413,5.6475,5.6475,0.0000,1.7297
1.9423,5.6538,5.6538,0.0000,1.7297
1.9434,5.6606,5.6606,0.0000,1.7297
1.9445,5.6673,5.6673,0.0000,1.7297
1.9457,5.6739,5.6739,0.0000,1.7297
1.9468,5.6806,5.6806,0.0000,1.7297
1.9479,5.6872,5.6872,0.0392,1.7297
1.9490,5.6939,5.6939,0.0392,1.7297
1.9501,5.7006,5.7006,0.0000,1.7297
1.9512,5.7072,5.7072,0.0000,1.7838
1.9523,5.7141,5.7141,0.0392,1.7838
1.9534,5.7206,5.7206,0.0000,1.7838
1.9545,5.7273,5.7273,0.0000,1.7838
1.9557,5.7339,5.7339,0.0000,1.7838
1.9568,5.7406,5.7406,0.0000,1.8378
1.9579,5.7472,5.7472,0.0000,1.8378
1.9590,5.7539,5.7539,0.0000,1.8378
1.9601,5.7608,5.7608,0.0000,1.8378
1.9613,5.7677,5.7677,0.0000,1.8378
1.9623,5.7737,5.7737,0.0000,1.8378
1.9638,5.7826,5.7826,0.0000,1.8378
1.9646,5.7876,5.7876,0.0000,1.8378
1.9657,5.7943,5.7943,0.0000,1.8378
1.9668,5.8010,5.8010,0.0000,1.8378
1.9679,5.8073,5.8073,0.0000,1.8919
1.9690,5.8139,5.8139,0.0000,1.8919
1.9701,5.8206,5.8206,0.0392,1.8919
1.9713,5.8278,5.8278,0.0392,1.8919
1.9723,5.8339,5.8339,0.0392,1.8919
1.9734,5.8406,5.8406,0.0000,1.8919
1.9745,5.8473,5.8473,0.0000,1.8919
1.9757,5.8539,5.8539,0.0000,1.8919
1.9768,5.8606,5.8606,0.0000,1.8919
1.9779,5.8673,5.8673,0.0000,1.8919
1.9790,5.8739,5.8739,0.0000,1.8919
1.9801,5.8808,5.8808,0.0000,1.8919
1.9812,5.8875,5.8875,0.0392,1.8919
1.9823,5.8940,5.8940,0.0392,1.8919
1.9834,5.9006,5.9006,0.0000,1.8919
1.9845,5.9073,5.9073,0.0000,1.8919
1.9857,5.9139,5.9139,0.0392,1.8919
1.9868,5.9206,5.9206,0.0392,1.8919
1.9879,5.9273,5.9273,0.0000,1.8919
1.9890,5.9341,5.9341,0.0000,1.9459
1.9901,5.9406,5.9406,0.0392,1.9459
1.9913,5.9476,5.9476,0.0392,1.8919
1.9923,5.9540,5.9540,0.0000,1.9459
1.9934,5.9606,5.9606,0.0000,1.9459
1.9947,5.9685,5.9685,0.0000,1.9459
1.9957,5.9743,5.9743,0.0392,1.9459
1.9968,5.9810,5.9810,0.0392,1.9459
1.9979,5.9876,5.9876,0.0392,1.9459
1.9991,5.9943,5.9943,0.0392,1.9459
2.0002,6.0010,6.0010,0.0392,1.9459
2.0014,6.0084,6.0084,0.0392,1.9459
2.0024,6.0142,6.0142,0.0000,1.9459
2.0037,6.0221,6.0221,0.0000,1.9459
2.0046,6.0275,6.0275,0.0392,1.9459
2.0057,6.0341,6.0341,0.0392,1.9459
2.0068,6.0408,6.0408,0.0392,1.9459
2.0079,6.0475,6.0475,0.0392,1.9459
2.0091,6.0544,6.0544,0.0392,1.9459
2.0101,6.0608,6.0608,0.0392,1.9459
2.0113,6.0679,6.0679,0.0392,1.9459
2.0123,6.0738,6.0738,0.0392,1.9459
2.0134,6.0806,6.0806,0.0392,1.9459
2.0146,6.0875,6.0875,0.0392,1.9459
2.0157,6.0941,6.0941,0.0392,1.9459
2.0168,6.1008,6.1008,0.0392,1.9459
2.0180,6.1078,6.1078,0.0392,1.9459
2.0190,6.1142,6.1142,0.0392,1.9459
2.0201,6.1208,6.1208,0.0392,1.9459
2.0213,6.1278,6.1278,0.0392,1.9459
2.0223,6.1338,6.1338,0.0392,1.9459
2.0235,6.1408,6.1408,0.0392,1.9459
2.0246,6.1473,6.1473,0.0392,1.9459
2.0257,6.1541,6.1541,0.0392,1.9459
2.0268,6.1611,6.1611,0.0392,1.9459
2.0279,6.1675,6.1675,0.0392,1.9459
2.0290,6.1741,6.1741,0.0392,1.9459
2.0301,6.1808,6.1808,0.0392,1.9459
2.0313,6.1880,6.1880,0.0392,2.0000
2.0323,6.1940,6.1940,0.0392,2.0000
2.0334,6.2007,6.2007,0.0392,2.0000
2.0346,6.2075,6.2075,0.0392,2.0000
2.0357,6.2141,6.2141,0.0392,2.0000
2.0368,6.2208,6.2208,0.0392,2.0000
2.0379,6.2273,6.2273,0.0392,2.0000
2.0390,6.2341,6.2341,0.0392,2.0000
2.0401,6.2408,6.2408,0.0392,2.0000
2.0412,6.2475,6.2475,0.0392,2.0000
2.0428,6.2570,6.2570,0.0392,2.0540
2.0434,6.2603,6.2603,0.0392,2.0540
2.0446,6.2676,6.2676,0.0392,2.0540
2.0457,6.2743,6.2743,0.0392,2.0540
2.0468,6.2809,6.2809,0.0392,2.0540
2.0479,6.2876,6.2876,0.0392,2.0540
2.0490,6.2943,6.2943,0.0392,2.0540
2.0502,6.3010,6.3010,0.0392,2.0540
2.0514,6.3084,6.3084,0.0392,2.0540
2.0524,6.3145,6.3145,0.0392,2.1081
2.0535,6.3213,6.3213,0.0392,2.1081
2.0547,6.3283,6.3283,0.0392,2.1081
2.0557,6.3343,6.3343,0.0392,2.1081
2.0568,6.3410,6.3410,0.0392,2.1081
