Phase,displacement_m,Kx_N_per_m,F_N
ascent,0.012237396984924624,109.10283709459512,1.5440218819974292
ascent,0.01233770351758794,109.36739369850733,1.554978940150568
ascent,0.012438010050251256,109.62447529972385,1.5659621601635372
ascent,0.012538316582914573,109.87408189824467,1.5769707922447351
ascent,0.01263862311557789,110.11621349406984,1.58800408660256
ascent,0.012738929648241207,110.3508700871993,1.599061293445409
ascent,0.012839236180904523,110.57805167763304,1.6101416629816798
ascent,0.012939542713567839,110.79775826537113,1.6212444454197712
ascent,0.013039849246231156,111.00998985041355,1.6323688909680816
ascent,0.013140155778894472,111.21474643276022,1.643514249835007
ascent,0.01324046231155779,111.41202801241124,1.6546797722289475
ascent,0.013340768844221106,111.60183458936658,1.6658647083582996
ascent,0.013441075376884421,111.78416616362622,1.677068308431462
ascent,0.013541381909547739,111.9590227351902,1.688289822656833
ascent,0.013641688442211055,112.12640430405845,1.6995285012428085
ascent,0.013741994974874373,112.28631087023103,1.710783594397789
ascent,0.013842301507537689,112.43874243370793,1.7220543523301712
ascent,0.013942608040201004,112.58369899448913,1.7333400252483528
ascent,0.014042914572864322,112.72118055257468,1.744639863360733
ascent,0.014143221105527638,112.85118710796448,1.7559531168757077
ascent,0.014243527638190956,112.97371866065862,1.7672790360016766
ascent,0.014343834170854271,113.08877521065708,1.7786168709470371
ascent,0.014444140703517587,113.19635675795983,1.7899658719201867
ascent,0.014544447236180905,113.29646330256693,1.8013252891295248
ascent,0.01464475376884422,113.3890948444783,1.8126943727834472
ascent,0.014745060301507538,113.47425138369401,1.8240723730903539
ascent,0.014845366834170854,113.55193292021403,1.8354585402586414
ascent,0.01494567336683417,113.62213945403835,1.846852124496708
ascent,0.015045979899497488,113.68487098516701,1.8582523760129523
ascent,0.015146286432160804,113.74012751359994,1.8696585450157712
ascent,0.015246592964824121,113.78790903933721,1.8810698817135636
ascent,0.015346899497487437,113.8282155623788,1.892485636314727
ascent,0.015447206030150753,113.86104708272467,1.903905059027659
ascent,0.01554751256281407,113.88640360037489,1.9153274000607585
ascent,0.015647819095477387,113.9042851153294,1.9267519096224222
ascent,0.015748125628140704,113.91469162758821,1.938177837921049
ascent,0.01584843216080402,113.91762313715137,1.9496044351650368
ascent,0.015948738693467336,113.91307964401881,1.9610309515627833
ascent,0.016049045226130654,113.90106114819059,1.9724566373226864
ascent,0.01614935175879397,113.88156764966665,1.9838807426531442
ascent,0.016249658291457286,113.85459914844705,1.9953025177625545
ascent,0.016349964824120603,113.82015564453175,2.0067212128593153
ascent,0.01645027135678392,113.77823713792074,2.0181360781518247
